DS,Id,LenT,TypoT,UTT,LenD,TypoD,UTD,LenB,TypoB,UTB
Eclipse,224196,7,2,2,21,3,2,28,5,4
Eclipse,224197,9,2,1,129,17,6,138,19,7
Eclipse,224198,4,3,3,9,2,2,13,5,5
Eclipse,224199,9,0,0,65,6,5,74,6,5
Eclipse,224200,5,1,1,11,4,4,16,5,5
Eclipse,224201,6,1,1,58,4,4,64,5,5
Eclipse,224202,10,1,1,29,0,0,39,1,1
Eclipse,224203,5,0,0,154,38,15,159,38,15
Eclipse,224204,4,1,1,26,4,4,30,5,5
Eclipse,224205,6,0,0,13,0,0,19,0,0
Eclipse,224206,8,1,1,51,3,2,59,4,3
Eclipse,224207,3,1,1,109,38,27,112,39,28
Eclipse,224209,6,1,1,9,1,1,15,2,2
Eclipse,215062,7,1,1,99,31,21,106,32,22
Eclipse,224210,6,1,1,19,5,3,25,6,4
Eclipse,224211,5,0,0,11,1,1,16,1,1
Eclipse,224212,5,1,1,1328,443,127,1333,444,128
Eclipse,224213,6,1,1,430,91,31,436,92,32
Eclipse,224214,5,0,0,36,4,4,41,4,4
Eclipse,224215,6,0,0,6,0,0,12,0,0
Eclipse,224216,9,0,0,12,0,0,21,0,0
Eclipse,224217,6,0,0,21,2,2,27,2,2
Eclipse,224218,7,1,1,245,39,22,252,40,23
Eclipse,224219,5,1,1,37,2,2,42,3,3
Eclipse,215063,11,0,0,15,4,4,26,4,4
Eclipse,224220,8,0,0,19,4,3,27,4,3
Eclipse,224221,6,2,2,85,20,11,91,22,13
Eclipse,224222,6,1,1,10,0,0,16,1,1
Eclipse,224223,2,0,0,103,11,5,105,11,5
Eclipse,224225,5,0,0,114,5,5,119,5,5
Eclipse,224226,6,1,1,49,0,0,55,1,1
Eclipse,224227,6,0,0,31,1,1,37,1,1
Eclipse,224228,6,0,0,33,3,3,39,3,3
Eclipse,224229,7,0,0,7,0,0,14,0,0
Eclipse,215064,12,0,0,21,0,0,33,0,0
Eclipse,224230,6,0,0,27,3,1,33,3,1
Eclipse,224231,5,0,0,77,8,4,82,8,4
Eclipse,224232,6,0,0,30,1,1,36,1,1
Eclipse,224233,6,0,0,33,0,0,39,0,0
Eclipse,224234,8,3,3,8,3,3,16,6,6
Eclipse,224235,5,0,0,45,2,1,50,2,1
Eclipse,224236,3,2,2,62,15,10,65,17,12
Eclipse,224237,6,0,0,80,5,4,86,5,4
Eclipse,224239,6,0,0,71,27,16,77,27,16
Eclipse,224241,4,1,1,19,2,2,23,3,3
Eclipse,215065,4,1,1,54,3,3,58,4,4
Eclipse,224242,7,1,1,92,1,1,99,2,2
Eclipse,224243,4,1,1,222,35,22,226,36,23
Eclipse,224244,7,0,0,37,3,2,44,3,2
Eclipse,224246,4,0,0,8,2,2,12,2,2
Eclipse,224247,6,1,1,86,4,4,92,5,5
Eclipse,224248,7,1,1,145,22,13,152,23,14
Eclipse,224249,6,0,0,41,2,2,47,2,2
Eclipse,224251,7,0,0,151,24,10,158,24,10
Eclipse,215066,14,4,4,50,17,9,64,21,13
Eclipse,224252,6,1,1,86,10,8,92,11,9
Eclipse,224253,8,1,1,46,0,0,54,1,1
Eclipse,224254,7,1,1,211,27,20,218,28,21
Eclipse,224255,10,2,2,124,35,23,134,37,25
Eclipse,224256,6,2,2,136,10,5,142,12,7
Eclipse,224257,7,3,3,29,1,1,36,4,4
Eclipse,224258,6,1,1,17,3,3,23,4,4
Eclipse,224259,7,2,2,16,6,5,23,8,7
Eclipse,224260,6,2,2,87,1,1,93,3,3
Eclipse,224261,8,1,1,83,0,0,91,1,1
Eclipse,215067,5,1,1,6,0,0,11,1,1
Eclipse,214149,7,0,0,21,0,0,28,0,0
Eclipse,224262,8,1,1,94,3,2,102,4,3
Eclipse,224263,5,1,1,86,0,0,91,1,1
Eclipse,224265,5,1,1,144,1,1,149,2,2
Eclipse,224266,5,0,0,29,1,1,34,1,1
Eclipse,224268,6,2,2,37,11,7,43,13,9
Eclipse,224269,7,1,1,120,31,18,127,32,19
Eclipse,224270,3,0,0,24,2,1,27,2,1
Eclipse,224271,6,0,0,57,1,1,63,1,1
Eclipse,215068,11,2,2,55,9,7,66,11,9
Eclipse,224272,6,1,1,54,8,6,60,9,7
Eclipse,224273,5,0,0,33,2,2,38,2,2
Eclipse,224274,4,0,0,31,2,2,35,2,2
Eclipse,224275,9,0,0,33,1,1,42,1,1
Eclipse,224276,11,2,2,102,4,4,113,6,6
Eclipse,224277,5,2,2,66,6,4,71,8,6
Eclipse,224278,4,1,1,53,7,4,57,8,5
Eclipse,224279,9,1,1,33,4,3,42,5,4
Eclipse,224280,4,0,0,50,2,2,54,2,2
Eclipse,224281,4,0,0,6,4,4,10,4,4
Eclipse,215069,3,1,1,65,7,4,68,8,5
Eclipse,224282,7,0,0,14,0,0,21,0,0
Eclipse,224283,4,0,0,19,1,1,23,1,1
Eclipse,224284,7,0,0,18,5,4,25,5,4
Eclipse,224285,9,0,0,63,1,1,72,1,1
Eclipse,224286,6,0,0,51,1,1,57,1,1
Eclipse,224287,2,1,1,28,15,12,30,16,13
Eclipse,224288,8,3,2,118,27,6,126,30,8
Eclipse,224289,3,2,2,46,11,10,49,13,12
Eclipse,224290,5,0,0,49,2,2,54,2,2
Eclipse,224291,6,2,2,52,9,6,58,11,8
Eclipse,215070,7,1,1,10,1,1,17,2,2
Eclipse,224292,11,0,0,77,2,2,88,2,2
Eclipse,224293,11,1,1,83,5,5,94,6,6
Eclipse,224294,9,0,0,53,6,3,62,6,3
Eclipse,224295,4,0,0,21,0,0,25,0,0
Eclipse,224296,9,0,0,17,4,4,26,4,4
Eclipse,224297,8,0,0,53,2,2,61,2,2
Eclipse,224298,7,0,0,41,1,1,48,1,1
Eclipse,224299,8,0,0,78,1,1,86,1,1
Eclipse,224300,5,0,0,12,0,0,17,0,0
Eclipse,224301,8,0,0,58,1,1,66,1,1
Eclipse,215071,4,1,1,24,3,1,28,4,2
Eclipse,224302,10,3,3,15,5,3,25,8,6
Eclipse,224303,8,0,0,18,1,1,26,1,1
Eclipse,224304,6,1,1,517,152,58,523,153,59
Eclipse,224305,3,1,1,1112,294,79,1115,295,80
Eclipse,224306,7,0,0,184,25,12,191,25,12
Eclipse,224307,6,0,0,39,1,1,45,1,1
Eclipse,224308,7,0,0,36,1,1,43,1,1
Eclipse,224309,3,1,1,64,17,6,67,18,7
Eclipse,224310,2,2,2,117,31,15,119,33,17
Eclipse,224311,5,0,0,88,12,8,93,12,8
Eclipse,215072,4,1,1,195,40,12,199,41,13
Eclipse,224312,7,0,0,708,238,78,715,238,78
Eclipse,224313,10,1,1,53,1,1,63,2,2
Eclipse,224314,11,3,3,78,9,7,89,12,10
Eclipse,224315,5,0,0,40,2,2,45,2,2
Eclipse,224316,7,1,1,1570,508,99,1577,509,100
Eclipse,224317,7,1,1,42,12,10,49,13,11
Eclipse,224319,4,3,3,22,9,8,26,12,11
Eclipse,224320,5,0,0,47,3,3,52,3,3
Eclipse,224321,2,1,1,45,6,5,47,7,6
Eclipse,215073,5,0,0,28,1,1,33,1,1
Eclipse,224322,4,1,1,158,24,9,162,25,10
Eclipse,224324,3,1,1,47,3,3,50,4,4
Eclipse,224325,3,2,2,38,12,9,41,14,11
Eclipse,224327,8,0,0,37,1,1,45,1,1
Eclipse,224328,4,2,2,43,5,4,47,7,6
Eclipse,224329,6,0,0,26,3,3,32,3,3
Eclipse,224330,3,1,1,3,1,1,6,2,2
Eclipse,224331,3,1,1,158,60,13,161,61,14
Eclipse,215074,7,1,1,55,11,8,62,12,9
Eclipse,224332,5,1,1,66,9,9,71,10,10
Eclipse,224333,2,0,0,15,4,4,17,4,4
Eclipse,224334,7,2,2,5,1,1,12,3,3
Eclipse,224335,6,2,2,2,1,1,8,3,3
Eclipse,224336,5,0,0,15,2,2,20,2,2
Eclipse,224337,5,1,1,33,4,4,38,5,5
Eclipse,224338,4,0,0,26,2,2,30,2,2
Eclipse,224339,4,0,0,36,1,1,40,1,1
Eclipse,224340,3,1,1,20,1,1,23,2,2
Eclipse,224341,5,2,2,73,16,10,78,18,12
Eclipse,215075,4,0,0,31,9,6,35,9,6
Eclipse,224342,8,0,0,22,1,1,30,1,1
Eclipse,224343,5,1,1,30,4,2,35,5,3
Eclipse,224344,5,1,1,72,12,9,77,13,10
Eclipse,224345,6,1,1,46,5,5,52,6,6
Eclipse,224346,9,1,1,56,6,4,65,7,5
Eclipse,224347,11,2,1,11,2,1,22,4,2
Eclipse,224348,12,2,2,33,7,3,45,9,5
Eclipse,224349,8,1,1,48,8,5,56,9,6
Eclipse,224350,6,1,1,420,83,39,426,84,40
Eclipse,224351,5,2,2,79,7,7,84,9,9
Eclipse,215076,7,1,1,40,4,2,47,5,3
Eclipse,224352,6,2,2,17,3,3,23,5,5
Eclipse,224353,6,2,2,36,7,6,42,9,8
Eclipse,224354,5,2,2,27,5,5,32,7,7
Eclipse,224355,4,1,1,8,1,1,12,2,2
Eclipse,224356,9,3,3,10,2,2,19,5,5
Eclipse,224357,7,1,1,39,4,3,46,5,4
Eclipse,224358,4,1,1,43,2,2,47,3,3
Eclipse,224359,8,1,1,62,4,4,70,5,5
Eclipse,224360,4,0,0,31,5,4,35,5,4
Eclipse,224361,7,3,3,12,4,2,19,7,5
Eclipse,215077,6,0,0,90,16,10,96,16,10
Eclipse,224362,7,0,0,14,1,1,21,1,1
Eclipse,224363,4,0,0,146,23,11,150,23,11
Eclipse,224364,4,0,0,33,9,6,37,9,6
Eclipse,224365,5,1,1,20,3,3,25,4,4
Eclipse,224366,7,0,0,39,6,6,46,6,6
Eclipse,224367,13,1,1,61,3,3,74,4,4
Eclipse,224368,8,1,1,29,5,5,37,6,6
Eclipse,224369,8,1,1,68,3,3,76,4,4
Eclipse,224370,10,2,2,155,19,5,165,21,7
Eclipse,224371,7,1,1,133,13,12,140,14,13
Eclipse,215078,8,0,0,9,1,1,17,1,1
Eclipse,224372,7,1,1,24,1,1,31,2,2
Eclipse,224373,3,3,3,24,3,3,27,6,6
Eclipse,224374,4,1,1,33,4,4,37,5,5
Eclipse,224375,6,0,0,17,0,0,23,0,0
Eclipse,224376,3,1,1,25,1,1,28,2,2
Eclipse,224377,3,0,0,79,7,5,82,7,5
Eclipse,224378,3,1,1,30,6,5,33,7,6
Eclipse,224379,3,2,2,69,10,3,72,12,5
Eclipse,224380,8,0,0,15,1,1,23,1,1
Eclipse,224381,5,1,1,45,4,3,50,5,4
Eclipse,215079,4,1,1,7,1,1,11,2,2
Eclipse,224382,3,2,2,48,4,3,51,6,5
Eclipse,224383,5,0,0,27,4,4,32,4,4
Eclipse,224384,3,2,2,36,5,4,39,7,6
Eclipse,224386,2,1,1,16,3,2,18,4,3
Eclipse,224387,5,0,0,22,0,0,27,0,0
Eclipse,224388,5,1,1,20,3,3,25,4,4
Eclipse,224389,2,1,1,67,25,18,69,26,19
Eclipse,224390,8,3,3,8,1,1,16,4,4
Eclipse,224391,8,0,0,67,1,1,75,1,1
Eclipse,215080,5,0,0,56,11,7,61,11,7
Eclipse,224392,8,3,3,43,10,5,51,13,8
Eclipse,224393,8,3,3,43,10,5,51,13,8
Eclipse,224394,2,0,0,74,16,4,76,16,4
Eclipse,224395,8,0,0,24,0,0,32,0,0
Eclipse,224396,5,1,1,91,21,6,96,22,7
Eclipse,224397,5,0,0,16,2,2,21,2,2
Eclipse,224398,3,0,0,617,154,37,620,154,37
Eclipse,224399,8,1,1,1493,353,74,1501,354,75
Eclipse,224400,4,0,0,31,0,0,35,0,0
Eclipse,224401,6,1,1,178,75,46,184,76,47
Eclipse,215081,5,0,0,270,55,17,275,55,17
Eclipse,224402,6,3,3,383,93,29,389,96,32
Eclipse,224403,4,0,0,21,1,1,25,1,1
Eclipse,224404,4,0,0,60,4,3,64,4,3
Eclipse,224405,5,1,1,40,5,4,45,6,5
Eclipse,224406,8,1,1,14,2,2,22,3,3
Eclipse,224408,4,1,1,51,6,4,55,7,5
Eclipse,224409,5,0,0,24,0,0,29,0,0
Eclipse,224410,4,0,0,51,0,0,55,0,0
Eclipse,224411,3,0,0,128,2,2,131,2,2
Eclipse,224412,8,2,1,48,4,3,56,6,4
Eclipse,215082,3,0,0,177,56,19,180,56,19
Eclipse,224413,8,0,0,10,0,0,18,0,0
Eclipse,224414,3,0,0,123,2,2,126,2,2
Eclipse,224415,7,2,2,25,5,4,32,7,6
Eclipse,224416,8,3,3,79,35,19,87,38,22
Eclipse,224417,9,1,1,47,9,9,56,10,10
Eclipse,224418,7,0,0,71,7,6,78,7,6
Eclipse,224419,4,3,3,25,6,4,29,9,7
Eclipse,224420,5,1,1,16,1,1,21,2,2
Eclipse,224421,3,3,3,151,27,15,154,30,18
Eclipse,224422,6,3,3,76,25,14,82,28,17
Eclipse,215083,6,0,0,25,0,0,31,0,0
Eclipse,224423,6,1,1,1404,371,67,1410,372,68
Eclipse,224424,4,1,1,267,63,19,271,64,20
Eclipse,224425,4,1,1,23,1,1,27,2,2
Eclipse,224426,5,1,1,65,19,10,70,20,11
Eclipse,224427,7,2,2,12,1,1,19,3,3
Eclipse,224428,5,2,2,31,6,3,36,8,5
Eclipse,224429,10,1,1,52,2,2,62,3,3
Eclipse,224430,5,2,2,29,3,3,34,5,5
Eclipse,224431,6,3,3,42,4,4,48,7,7
Eclipse,224432,7,1,1,312,58,20,319,59,21
Eclipse,215084,13,2,2,310,82,37,323,84,39
Eclipse,224433,9,0,0,68,6,6,77,6,6
Eclipse,224434,9,2,2,15,0,0,24,2,2
Eclipse,224435,8,2,2,21,1,1,29,3,3
Eclipse,224436,6,0,0,55,7,4,61,7,4
Eclipse,224437,3,2,2,229,56,27,232,58,29
Eclipse,224438,11,0,0,30,1,1,41,1,1
Eclipse,224439,2,0,0,30,5,5,32,5,5
Eclipse,224440,6,2,2,47,6,5,53,8,7
Eclipse,224441,3,0,0,32,4,2,35,4,2
Eclipse,224442,9,0,0,51,4,3,60,4,3
Eclipse,215085,7,0,0,43,3,3,50,3,3
Eclipse,224443,5,2,2,3,0,0,8,2,2
Eclipse,224444,5,1,1,9,0,0,14,1,1
Eclipse,224445,7,1,1,79,7,7,86,8,8
Eclipse,224446,6,2,1,25,4,4,31,6,5
Eclipse,224447,5,0,0,32,0,0,37,0,0
Eclipse,224448,8,2,2,11,1,1,19,3,3
Eclipse,224449,6,0,0,38,1,1,44,1,1
Eclipse,224450,5,0,0,49,8,8,54,8,8
Eclipse,224451,4,0,0,19,1,1,23,1,1
Eclipse,224452,7,2,2,36,7,6,43,9,8
Eclipse,215087,8,3,1,44,6,1,52,9,2
Eclipse,224453,9,0,0,85,13,8,94,13,8
Eclipse,224454,4,0,0,21,0,0,25,0,0
Eclipse,224455,7,0,0,103,0,0,110,0,0
Eclipse,224456,8,0,0,43,0,0,51,0,0
Eclipse,224457,8,0,0,64,5,5,72,5,5
Eclipse,224458,5,1,1,332,93,31,337,94,32
Eclipse,224460,6,0,0,134,24,4,140,24,4
Eclipse,224462,10,1,1,31,1,1,41,2,2
Eclipse,215088,5,0,0,16,0,0,21,0,0
Eclipse,214151,6,0,0,29,2,1,35,2,1
Eclipse,224463,6,0,0,42,5,4,48,5,4
Eclipse,224464,5,1,1,18,2,2,23,3,3
Eclipse,224465,5,1,1,21,0,0,26,1,1
Eclipse,224466,5,2,2,13,0,0,18,2,2
Eclipse,224467,6,1,1,16,2,2,22,3,3
Eclipse,224468,3,1,1,68,9,9,71,10,10
Eclipse,224469,4,0,0,12,2,2,16,2,2
Eclipse,224470,6,0,0,17,5,5,23,5,5
Eclipse,224471,6,1,1,104,12,8,110,13,9
Eclipse,224472,7,0,0,34,6,4,41,6,4
Eclipse,215089,7,1,1,14,8,4,21,9,5
Eclipse,224473,3,0,0,62,0,0,65,0,0
Eclipse,224474,8,0,0,14,4,3,22,4,3
Eclipse,224475,6,2,1,42,3,2,48,5,3
Eclipse,224476,5,1,1,364,76,41,369,77,42
Eclipse,224477,6,0,0,71,11,9,77,11,9
Eclipse,224478,8,1,1,12,0,0,20,1,1
Eclipse,224480,6,1,1,22,1,1,28,2,2
Eclipse,224481,5,1,1,94,1,1,99,2,2
Eclipse,224482,4,0,0,57,2,2,61,2,2
Eclipse,224483,5,0,0,581,164,58,586,164,58
Eclipse,215090,6,1,1,15,2,2,21,3,3
Eclipse,224484,6,1,1,32,6,5,38,7,6
Eclipse,224485,8,1,1,23,1,1,31,2,2
Eclipse,224486,3,2,2,15,1,1,18,3,3
Eclipse,224487,7,0,0,110,2,1,117,2,1
Eclipse,224488,7,1,1,43,4,4,50,5,5
Eclipse,224489,3,0,0,37,5,4,40,5,4
Eclipse,224490,7,1,1,161,12,4,168,13,5
Eclipse,224491,7,1,1,116,1,1,123,2,2
Eclipse,224492,4,2,2,23,7,5,27,9,7
Eclipse,224493,7,0,0,14,0,0,21,0,0
Eclipse,215091,3,0,0,69,0,0,72,0,0
Eclipse,224494,7,1,1,81,1,1,88,2,2
Eclipse,224495,6,1,1,60,0,0,66,1,1
Eclipse,224496,9,2,2,77,5,5,86,7,7
Eclipse,224498,7,1,1,92,1,1,99,2,2
Eclipse,224499,10,2,2,58,4,1,68,6,3
Eclipse,224500,6,2,2,61,1,1,67,3,3
Eclipse,224501,6,2,2,66,3,3,72,5,5
Eclipse,224502,7,1,1,48,2,2,55,3,3
Eclipse,224503,3,1,1,402,82,37,405,83,38
Eclipse,215092,5,1,1,22,6,4,27,7,5
Eclipse,224504,4,1,1,25,4,3,29,5,4
Eclipse,224505,10,1,1,245,62,25,255,63,26
Eclipse,224506,6,1,1,64,2,2,70,3,3
Eclipse,224507,7,1,1,52,6,3,59,7,4
Eclipse,224508,6,0,0,20,2,2,26,2,2
Eclipse,224509,6,0,0,15,1,1,21,1,1
Eclipse,224510,14,2,2,25,2,2,39,4,4
Eclipse,224511,5,0,0,442,159,50,447,159,50
Eclipse,224512,9,0,0,322,60,31,331,60,31
Eclipse,224513,8,0,0,53,3,3,61,3,3
Eclipse,215093,5,0,0,10,0,0,15,0,0
Eclipse,224514,3,1,1,28,2,2,31,3,3
Eclipse,224515,8,1,1,181,43,19,189,44,20
Eclipse,224516,8,0,0,119,6,3,127,6,3
Eclipse,224517,3,0,0,59,2,2,62,2,2
Eclipse,224518,7,0,0,54,2,2,61,2,2
Eclipse,224519,6,2,2,8,0,0,14,2,2
Eclipse,224520,5,0,0,76,1,1,81,1,1
Eclipse,224521,4,1,1,41,4,4,45,5,5
Eclipse,224522,6,1,1,41,8,6,47,9,7
Eclipse,215094,7,0,0,33,2,2,40,2,2
Eclipse,224524,3,0,0,14,0,0,17,0,0
Eclipse,224525,3,0,0,13,0,0,16,0,0
Eclipse,224526,2,0,0,45,7,5,47,7,5
Eclipse,224527,2,0,0,42,4,4,44,4,4
Eclipse,224528,3,0,0,27,2,2,30,2,2
Eclipse,224529,2,0,0,97,10,7,99,10,7
Eclipse,224530,4,0,0,5,1,1,9,1,1
Eclipse,224531,4,0,0,10,1,1,14,1,1
Eclipse,224532,9,0,0,50,1,1,59,1,1
Eclipse,224533,3,0,0,9,0,0,12,0,0
Eclipse,224534,5,1,1,31,1,1,36,2,2
Eclipse,224535,8,0,0,46,4,4,54,4,4
Eclipse,224536,4,0,0,6,1,1,10,1,1
Eclipse,224537,5,1,1,56,9,9,61,10,10
Eclipse,224538,8,3,3,32,12,10,40,15,13
Eclipse,224539,7,0,0,39,1,1,46,1,1
Eclipse,224540,8,2,2,42,1,1,50,3,3
Eclipse,224541,13,0,0,64,8,8,77,8,8
Eclipse,224542,3,1,1,39,8,4,42,9,5
Eclipse,224543,5,0,0,381,67,28,386,67,28
Eclipse,215096,3,1,1,33,6,4,36,7,5
Eclipse,224544,4,0,0,37,3,2,41,3,2
Eclipse,224545,7,0,0,64,5,5,71,5,5
Eclipse,224546,4,3,3,48,5,5,52,8,8
Eclipse,224547,4,0,0,158,61,24,162,61,24
Eclipse,224548,10,1,1,37,2,2,47,3,3
Eclipse,224549,5,0,0,71,6,5,76,6,5
Eclipse,224550,10,2,2,129,45,40,139,47,42
Eclipse,224553,6,0,0,69,11,6,75,11,6
Eclipse,215097,5,0,0,56,7,3,61,7,3
Eclipse,224554,5,0,0,768,126,49,773,126,49
Eclipse,224555,5,1,1,35,5,3,40,6,4
Eclipse,224556,5,0,0,85,2,2,90,2,2
Eclipse,224557,7,1,1,91,2,2,98,3,3
Eclipse,224558,3,0,0,79,3,2,82,3,2
Eclipse,224559,4,0,0,53,6,4,57,6,4
Eclipse,224560,7,0,0,89,9,9,96,9,9
Eclipse,224561,5,3,3,642,101,31,647,104,34
Eclipse,224562,4,0,0,25,0,0,29,0,0
Eclipse,224563,6,0,0,45,2,2,51,2,2
Eclipse,215098,8,2,2,28,4,3,36,6,5
Eclipse,214152,7,0,0,67,0,0,74,0,0
Eclipse,224564,13,1,1,46,7,6,59,8,7
Eclipse,224565,5,0,0,4,0,0,9,0,0
Eclipse,224566,8,0,0,44,2,2,52,2,2
Eclipse,224567,6,0,0,31,1,1,37,1,1
Eclipse,224568,9,0,0,141,39,11,150,39,11
Eclipse,224569,6,1,1,17,2,1,23,3,2
Eclipse,224571,7,1,1,54,5,4,61,6,5
Eclipse,224572,8,0,0,39,1,1,47,1,1
Eclipse,224573,5,1,1,82,16,15,87,17,16
Eclipse,215099,5,0,0,20,2,2,25,2,2
Eclipse,224574,3,1,1,33,2,1,36,3,2
Eclipse,224575,5,1,1,17,2,1,22,3,2
Eclipse,224576,7,1,1,29,4,4,36,5,5
Eclipse,224577,4,0,0,169,33,16,173,33,16
Eclipse,224578,7,0,0,56,2,2,63,2,2
Eclipse,224579,5,1,1,19,2,2,24,3,3
Eclipse,224580,4,2,2,48,3,2,52,5,4
Eclipse,224581,5,2,2,32,6,3,37,8,5
Eclipse,224582,7,3,2,21,1,1,28,4,3
Eclipse,224583,9,0,0,51,0,0,60,0,0
Eclipse,215100,7,1,1,29,3,3,36,4,4
Eclipse,224584,6,0,0,7,1,1,13,1,1
Eclipse,224585,6,0,0,15,8,7,21,8,7
Eclipse,224586,8,0,0,11,1,1,19,1,1
Eclipse,224587,6,1,1,22,1,1,28,2,2
Eclipse,224588,6,0,0,58,5,4,64,5,4
Eclipse,224589,5,1,1,22,1,1,27,2,2
Eclipse,224590,4,1,1,141,32,15,145,33,16
Eclipse,224591,6,1,1,341,66,32,347,67,33
Eclipse,224592,3,1,1,20,1,1,23,2,2
Eclipse,224593,5,2,2,21,1,1,26,3,3
Eclipse,215101,6,0,0,6,0,0,12,0,0
Eclipse,224594,6,2,2,114,32,18,120,34,20
Eclipse,224595,4,1,1,22,2,2,26,3,3
Eclipse,224596,4,0,0,13,2,2,17,2,2
Eclipse,224597,10,0,0,159,34,18,169,34,18
Eclipse,224598,8,3,3,2,0,0,10,3,3
Eclipse,224600,5,0,0,25,2,2,30,2,2
Eclipse,224601,3,1,1,11,2,2,14,3,3
Eclipse,224602,3,1,1,185,15,10,188,16,11
Eclipse,224603,4,0,0,8,0,0,12,0,0
Eclipse,224604,9,0,0,4,0,0,13,0,0
Eclipse,224605,6,2,2,54,7,6,60,9,8
Eclipse,224606,6,1,1,82,17,5,88,18,6
Eclipse,224607,4,0,0,25,1,1,29,1,1
Eclipse,224608,7,2,2,36,2,2,43,4,4
Eclipse,224609,6,0,0,63,10,9,69,10,9
Eclipse,224610,8,0,0,2,0,0,10,0,0
Eclipse,224611,3,1,1,32,6,5,35,7,6
Eclipse,224612,5,2,2,20,4,3,25,6,5
Eclipse,224613,9,0,0,19,0,0,28,0,0
Eclipse,224614,7,0,0,27,3,2,34,3,2
Eclipse,215103,5,0,0,130,5,4,135,5,4
Eclipse,224615,5,1,1,28,2,2,33,3,3
Eclipse,224616,5,0,0,17,1,1,22,1,1
Eclipse,224618,4,0,0,65,7,6,69,7,6
Eclipse,224619,3,0,0,63,13,8,66,13,8
Eclipse,224620,9,2,2,8,0,0,17,2,2
Eclipse,224621,6,0,0,38,2,2,44,2,2
Eclipse,224622,5,0,0,21,5,3,26,5,3
Eclipse,224623,10,2,2,23,2,2,33,4,4
Eclipse,224624,4,0,0,10,4,4,14,4,4
Eclipse,215104,4,0,0,9,0,0,13,0,0
Eclipse,224625,8,0,0,15,1,1,23,1,1
Eclipse,224626,9,0,0,50,6,2,59,6,2
Eclipse,224627,3,1,1,20,1,1,23,2,2
Eclipse,224628,5,0,0,33,3,3,38,3,3
Eclipse,224629,5,1,1,29,2,2,34,3,3
Eclipse,224630,3,0,0,51,3,3,54,3,3
Eclipse,224631,4,0,0,84,4,4,88,4,4
Eclipse,224632,6,0,0,44,0,0,50,0,0
Eclipse,224633,3,1,1,1395,499,111,1398,500,112
Eclipse,224634,13,3,3,85,19,10,98,22,13
Eclipse,215105,6,1,1,22,3,2,28,4,3
Eclipse,224635,3,0,0,36,3,3,39,3,3
Eclipse,224636,9,0,0,104,14,9,113,14,9
Eclipse,224637,7,1,1,29,6,6,36,7,7
Eclipse,224638,4,0,0,260,36,8,264,36,8
Eclipse,224639,6,0,0,34,3,3,40,3,3
Eclipse,224640,5,0,0,18,0,0,23,0,0
Eclipse,224641,5,0,0,336,105,33,341,105,33
Eclipse,224642,7,0,0,81,7,5,88,7,5
Eclipse,224643,3,1,1,23,14,5,26,15,6
Eclipse,224644,6,1,1,52,4,3,58,5,4
Eclipse,215106,5,0,0,7,1,1,12,1,1
Eclipse,224645,4,1,1,22,4,3,26,5,4
Eclipse,224646,5,2,2,119,9,3,124,11,5
Eclipse,224647,10,0,0,67,1,1,77,1,1
Eclipse,224648,7,1,1,77,6,4,84,7,5
Eclipse,224649,4,0,0,12,1,1,16,1,1
Eclipse,224650,8,1,1,32,1,1,40,2,2
