DS,Id,LenT,TypoT,UTT,LenD,TypoD,UTD,LenB,TypoB,UTB
Android,37461,4,0,0,77,1,1,81,1,1
Android,37460,4,1,1,14,1,1,18,2,2
Android,37459,5,0,0,81,3,3,86,3,3
Android,37458,8,0,0,47,1,1,55,1,1
Android,37457,6,0,0,43,3,3,49,3,3
Android,37456,9,0,0,46,2,1,55,2,1
Android,37455,5,0,0,15,2,2,20,2,2
Android,37454,8,2,1,95,16,11,103,18,12
Android,37453,14,0,0,60,4,4,74,4,4
Android,37452,7,0,0,45,4,4,52,4,4
Android,37451,1,0,0,42,2,2,43,2,2
Android,37450,8,0,0,83,2,2,91,2,2
Android,37449,11,1,1,48,3,3,59,4,4
Android,37448,6,2,2,55,9,6,61,11,8
Android,37447,8,1,1,75,24,12,83,25,13
Android,37446,3,0,0,26,2,2,29,2,2
Android,37445,4,0,0,41,2,2,45,2,2
Android,37444,7,0,0,61,2,2,68,2,2
Android,37443,8,0,0,77,7,7,85,7,7
Android,37442,4,0,0,71,4,4,75,4,4
Android,37441,12,2,2,67,0,0,79,2,2
Android,37440,5,2,2,21,3,2,26,5,4
Android,37439,13,1,1,76,4,4,89,5,5
Android,37438,3,0,0,7,0,0,10,0,0
Android,37437,13,0,0,99,12,12,112,12,12
Android,37436,5,1,1,65,8,8,70,9,9
Android,37435,8,0,0,61,3,3,69,3,3
Android,37434,5,0,0,66,4,4,71,4,4
Android,37433,7,1,1,102,9,8,109,10,9
Android,37432,8,0,0,117,4,2,125,4,2
Android,37431,5,0,0,52,2,2,57,2,2
Android,37430,2,2,2,500,53,23,502,55,25
Android,37429,2,0,0,369,75,25,371,75,25
Android,37428,8,0,0,42,0,0,50,0,0
Android,37427,6,1,1,113,10,7,119,11,8
Android,37426,10,2,2,168,28,12,178,30,14
Android,37425,8,0,0,98,15,10,106,15,10
Android,37424,6,2,1,125,16,5,131,18,6
Android,37423,3,0,0,75,7,5,78,7,5
Android,37422,3,0,0,25,2,2,28,2,2
Android,37421,8,1,1,225,31,12,233,32,13
Android,37420,1,0,0,14,0,0,15,0,0
Android,37419,7,0,0,70,6,6,77,6,6
Android,37418,4,0,0,111,10,3,115,10,3
Android,37417,10,2,2,146,3,3,156,5,5
Android,37416,5,0,0,46,6,5,51,6,5
Android,37415,11,1,1,69,1,1,80,2,2
Android,37414,5,1,1,46,6,4,51,7,5
Android,37413,4,2,2,39,8,4,43,10,6
Android,37412,3,0,0,53,1,1,56,1,1
Android,37411,8,1,1,71,4,4,79,5,5
Android,37410,6,1,1,480,126,43,486,127,44
Android,37409,6,1,1,90,14,6,96,15,7
Android,37408,6,1,1,60,10,6,66,11,7
Android,37407,5,1,1,67,9,7,72,10,8
Android,37406,6,3,3,85,19,9,91,22,12
Android,37405,2,0,0,85,1,1,87,1,1
Android,37404,8,1,1,234,30,18,242,31,19
Android,37403,3,0,0,78,7,4,81,7,4
Android,37402,5,0,0,11,3,3,16,3,3
Android,37401,8,1,1,70,9,5,78,10,6
Android,37400,2,0,0,19,6,6,21,6,6
Android,37399,6,1,1,507,96,31,513,97,32
Android,37398,2,1,1,14,1,1,16,2,2
Android,37397,4,0,0,488,112,34,492,112,34
Android,37396,11,0,0,90,7,5,101,7,5
Android,37395,7,1,1,62,5,5,69,6,6
Android,37394,3,0,0,21,11,11,24,11,11
Android,37393,5,0,0,79,5,5,84,5,5
Android,37392,9,3,2,59,20,5,68,23,7
Android,37391,4,2,2,54,7,4,58,9,6
Android,37390,8,1,1,28,2,2,36,3,3
Android,37389,4,0,0,48,4,3,52,4,3
Android,37388,3,0,0,117,11,10,120,11,10
Android,37387,8,2,2,423,89,37,431,91,39
Android,37386,8,0,0,71,4,4,79,4,4
Android,37385,22,4,4,48,3,3,70,7,7
Android,37384,19,2,2,48,3,3,67,5,5
Android,37383,2,0,0,56,1,1,58,1,1
Android,37382,6,2,2,74,12,6,80,14,8
Android,37381,7,0,0,40,5,4,47,5,4
Android,37380,4,0,0,80,9,6,84,9,6
Android,37379,7,0,0,18,2,2,25,2,2
Android,37378,7,0,0,76,8,6,83,8,6
Android,37377,7,0,0,45,1,1,52,1,1
Android,37376,3,0,0,45,7,7,48,7,7
Android,37375,3,1,1,52,7,3,55,8,4
Android,37374,4,1,1,41,9,6,45,10,7
Android,37373,10,1,1,421,90,24,431,91,25
Android,37372,3,1,1,63,8,5,66,9,6
Android,37371,5,0,0,57,6,6,62,6,6
Android,37370,6,1,1,45,4,3,51,5,4
Android,37369,11,3,3,173,59,20,184,62,23
Android,37368,10,1,1,121,33,18,131,34,19
Android,37367,11,5,4,416,103,30,427,108,34
Android,37366,9,0,0,53,2,2,62,2,2
Android,37365,10,0,0,128,9,8,138,9,8
Android,37364,4,3,3,145,40,22,149,43,25
Android,37363,5,2,2,152,55,16,157,57,18
Android,37362,9,2,2,290,63,10,299,65,12
Android,37361,5,2,2,107,29,15,112,31,17
Android,37360,9,4,3,39,10,5,48,14,8
Android,37359,11,0,0,54,7,5,65,7,5
Android,37358,4,0,0,48,3,3,52,3,3
Android,37357,3,0,0,108,6,6,111,6,6
Android,37356,3,0,0,63,3,3,66,3,3
Android,37355,13,3,2,60,11,6,73,14,8
Android,37354,5,0,0,17,1,1,22,1,1
Android,37353,7,1,1,74,8,8,81,9,9
Android,37352,4,0,0,26,3,3,30,3,3
Android,37351,10,2,2,196,70,30,206,72,32
Android,37350,4,0,0,14,1,1,18,1,1
Android,37349,3,2,1,16,4,3,19,6,4
Android,37348,15,2,2,159,35,19,174,37,21
Android,37347,10,1,1,42,4,3,52,5,4
Android,37346,2,2,2,11,1,1,13,3,3
Android,37345,3,0,0,26,6,6,29,6,6
Android,37344,6,2,2,12,4,4,18,6,6
Android,37343,10,1,1,71,7,3,81,8,4
Android,37342,5,0,0,13,1,1,18,1,1
Android,37341,4,0,0,126,5,4,130,5,4
Android,37340,5,0,0,23,3,2,28,3,2
Android,37339,12,3,3,89,14,11,101,17,14
Android,37338,6,1,1,93,3,2,99,4,3
Android,37337,5,0,0,21,3,3,26,3,3
Android,37336,7,1,1,51,10,7,58,11,8
Android,37335,4,0,0,112,8,5,116,8,5
Android,37334,6,2,2,134,16,12,140,18,14
Android,37333,5,0,0,30,1,1,35,1,1
Android,37332,5,0,0,73,7,3,78,7,3
Android,37331,3,0,0,209,28,14,212,28,14
Android,37330,9,1,1,47,2,2,56,3,3
Android,37329,5,0,0,80,5,1,85,5,1
Android,37328,2,1,1,15,3,2,17,4,3
Android,37327,6,0,0,113,21,16,119,21,16
Android,37326,8,1,1,68,5,4,76,6,5
Android,37325,10,1,1,54,4,2,64,5,3
Android,37324,5,1,1,68,4,3,73,5,4
Android,37323,8,0,0,53,1,1,61,1,1
Android,37322,8,1,1,64,5,3,72,6,4
Android,37321,16,8,7,183,67,20,199,75,27
Android,37320,4,0,0,366,91,29,370,91,29
Android,37319,3,0,0,384,78,29,387,78,29
Android,37318,5,0,0,39,1,1,44,1,1
Android,37317,2,1,1,253,44,15,255,45,16
Android,37316,5,1,1,34,2,2,39,3,3
Android,37315,2,1,1,21,4,4,23,5,5
Android,37314,10,0,0,68,2,2,78,2,2
Android,37313,7,1,1,63,3,2,70,4,3
Android,37312,6,1,1,25,4,3,31,5,4
Android,37311,23,9,7,518,112,37,541,121,44
Android,37310,13,6,5,192,60,27,205,66,32
Android,37309,22,7,6,446,89,29,468,96,35
Android,37308,22,8,8,487,104,37,509,112,45
Android,37307,4,0,0,25,2,1,29,2,1
Android,37306,9,1,1,198,43,20,207,44,21
Android,37305,10,2,2,39,5,5,49,7,7
Android,37304,9,2,2,59,5,5,68,7,7
Android,37303,7,0,0,272,63,37,279,63,37
Android,37302,3,2,2,33,6,5,36,8,7
Android,37301,4,1,1,48,9,9,52,10,10
Android,37300,4,1,1,43,3,1,47,4,2
Android,37299,5,0,0,371,70,31,376,70,31
Android,37298,3,1,1,49,1,1,52,2,2
Android,37297,7,0,0,135,33,18,142,33,18
Android,37296,3,0,0,24,4,3,27,4,3
Android,37295,14,0,0,48,3,3,62,3,3
Android,37294,3,2,2,35,6,4,38,8,6
Android,37293,5,1,1,32,3,3,37,4,4
Android,37292,4,0,0,22,1,1,26,1,1
Android,37291,8,0,0,52,0,0,60,0,0
Android,37290,4,2,2,55,4,2,59,6,4
Android,37289,5,0,0,54,0,0,59,0,0
Android,37288,4,0,0,38,4,3,42,4,3
Android,37287,5,2,2,94,3,3,99,5,5
Android,37286,3,1,1,49,6,5,52,7,6
Android,37285,7,3,3,38,12,6,45,15,9
Android,37284,8,3,3,28,3,3,36,6,6
Android,37283,3,0,0,12,3,3,15,3,3
Android,37282,5,0,0,120,5,5,125,5,5
Android,37281,4,0,0,43,7,6,47,7,6
Android,37280,5,1,1,83,7,3,88,8,4
Android,37279,3,1,1,111,9,7,114,10,8
Android,37278,4,2,2,36,6,5,40,8,7
Android,37277,4,0,0,40,1,1,44,1,1
Android,37276,4,0,0,188,45,16,192,45,16
Android,37275,8,1,1,36,2,1,44,3,2
Android,37274,3,1,1,298,50,18,301,51,19
Android,37273,4,0,0,28,0,0,32,0,0
Android,37272,4,2,2,56,8,7,60,10,9
Android,37271,4,0,0,42,5,4,46,5,4
Android,37270,4,0,0,15,0,0,19,0,0
Android,37269,9,2,1,40,4,1,49,6,2
Android,37268,7,0,0,36,1,1,43,1,1
Android,37267,3,0,0,21,1,1,24,1,1
Android,37266,7,1,1,25,3,2,32,4,3
Android,37265,8,4,4,114,30,10,122,34,14
Android,37264,5,1,1,47,3,3,52,4,4
Android,37263,3,1,1,56,9,6,59,10,7
Android,37262,5,2,2,34,8,7,39,10,9
Android,37261,7,1,1,70,16,11,77,17,12
Android,37260,10,0,0,278,27,21,288,27,21
Android,37259,3,2,2,35,11,4,38,13,6
Android,37258,7,0,0,79,15,12,86,15,12
Android,37257,5,1,1,305,53,16,310,54,17
Android,37256,10,3,3,155,32,17,165,35,20
Android,37255,11,3,3,2206,533,307,2217,536,310
Android,37254,9,2,2,10,0,0,19,2,2
Android,37253,7,1,1,41,4,3,48,5,4
Android,37252,10,0,0,199,19,12,209,19,12
Android,37251,10,1,1,63,7,5,73,8,6
Android,37250,1,0,0,105,15,7,106,15,7
Android,37249,5,1,1,47,2,2,52,3,3
Android,37248,7,2,2,62,11,6,69,13,8
Android,37247,3,0,0,73,2,2,76,2,2
Android,37246,7,0,0,33,2,2,40,2,2
Android,37245,13,2,2,45,1,1,58,3,3
Android,37244,14,2,2,1342,259,42,1356,261,44
Android,37243,2,2,2,31,3,2,33,5,4
Android,37242,4,1,1,6,1,1,10,2,2
Android,37241,7,2,1,52,6,2,59,8,3
Android,37240,2,0,0,106,9,9,108,9,9
Android,37239,4,0,0,34,2,2,38,2,2
Android,37238,38,4,4,48,3,3,86,7,7
Android,37237,5,0,0,75,10,9,80,10,9
Android,37236,8,0,0,75,7,7,83,7,7
Android,37235,1,1,1,47,15,10,48,16,11
Android,37234,5,0,0,33,0,0,38,0,0
Android,37233,2,1,1,18,3,3,20,4,4
Android,37232,4,0,0,425,88,37,429,88,37
Android,37231,12,0,0,63,2,2,75,2,2
Android,37230,3,0,0,41,5,5,44,5,5
Android,37229,4,2,2,34,9,8,38,11,10
Android,37228,3,1,1,38,7,3,41,8,4
Android,37227,6,1,1,28,4,3,34,5,4
Android,37226,19,1,1,48,3,3,67,4,4
Android,37225,21,1,1,48,3,3,69,4,4
Android,37224,9,1,1,138,2,1,147,3,2
Android,37223,8,1,1,26,4,4,34,5,5
Android,37222,5,1,1,42,1,1,47,2,2
Android,37221,9,1,1,160,29,12,169,30,13
Android,37220,7,2,2,126,32,20,133,34,22
Android,37219,8,1,1,111,17,16,119,18,17
Android,37218,8,1,1,88,12,10,96,13,11
Android,37217,5,1,1,213,41,23,218,42,24
Android,37216,2,0,0,33,2,2,35,2,2
Android,37215,2,0,0,53,2,2,55,2,2
Android,37214,7,2,2,86,7,5,93,9,7
Android,37213,7,2,2,134,34,20,141,36,22
Android,37212,4,0,0,84,0,0,88,0,0
Android,37211,4,0,0,72,6,6,76,6,6
Android,37210,10,3,3,119,19,10,129,22,13
Android,37209,12,1,1,121,12,11,133,13,12
Android,37208,3,1,1,29,4,2,32,5,3
Android,37207,5,0,0,33,0,0,38,0,0
Android,37206,4,0,0,65,4,4,69,4,4
Android,37205,7,0,0,40,5,4,47,5,4
Android,37204,7,0,0,15,0,0,22,0,0
Android,37203,5,0,0,39,5,5,44,5,5
Android,37202,6,0,0,108,8,8,114,8,8
Android,37201,4,0,0,75,11,9,79,11,9
Android,37200,9,3,3,41,8,6,50,11,9
Android,37199,6,1,1,47,2,2,53,3,3
Android,37198,15,5,5,72,3,3,87,8,8
Android,37197,15,5,5,72,3,3,87,8,8
Android,37196,8,1,1,47,15,11,55,16,12
Android,37195,8,3,3,62,14,5,70,17,8
Android,37194,2,0,0,66,7,7,68,7,7
Android,37193,3,0,0,26,7,5,29,7,5
Android,37192,3,0,0,48,3,3,51,3,3
Android,37191,10,0,0,58,2,2,68,2,2
Android,37190,10,1,1,73,4,4,83,5,5
Android,37189,2,0,0,30,8,5,32,8,5
Android,37188,16,3,3,136,16,12,152,19,15
Android,37187,8,0,0,100,13,11,108,13,11
Android,37186,4,1,1,41,6,5,45,7,6
Android,37185,6,1,1,34,2,1,40,3,2
Android,37184,5,0,0,30,5,5,35,5,5
Android,37183,1,1,1,227,46,13,228,47,14
Android,37182,3,0,0,47,3,3,50,3,3
Android,37181,6,3,3,149,40,17,155,43,20
Android,37180,9,3,3,91,4,3,100,7,6
Android,37179,4,0,0,95,16,15,99,16,15
Android,37178,12,4,4,118,10,8,130,14,12
Android,37177,2,2,2,97,41,14,99,43,16
Android,37176,12,3,3,198,90,26,210,93,29
Android,37175,12,3,3,198,90,26,210,93,29
Android,37174,11,3,3,208,21,10,219,24,13
Android,37173,4,1,1,22,2,2,26,3,3
Android,37172,8,0,0,34,4,4,42,4,4
Android,37171,4,1,1,20,3,3,24,4,4
Android,37170,6,0,0,49,3,3,55,3,3
Android,37169,5,0,0,35,2,2,40,2,2
Android,37168,9,1,1,48,3,3,57,4,4
Android,37167,8,1,1,48,3,3,56,4,4
Android,37166,7,2,2,60,10,5,67,12,7
Android,37165,8,1,1,60,0,0,68,1,1
Android,37164,7,1,1,21,5,4,28,6,5
Android,37162,8,2,2,60,9,9,68,11,11
Android,37161,5,2,2,42,2,2,47,4,4
Android,37160,6,1,1,35,3,3,41,4,4
Android,37159,3,1,1,6,0,0,9,1,1
Android,37158,4,0,0,104,9,9,108,9,9
Android,37157,6,3,3,161,43,29,167,46,32
Android,37156,9,3,3,215,50,27,224,53,30
Android,37155,8,2,2,75,7,2,83,9,4
Android,37154,19,1,1,51,3,1,70,4,2
Android,37153,12,1,1,68,2,2,80,3,3
Android,37152,12,1,1,60,3,2,72,4,3
Android,37151,5,1,1,647,136,31,652,137,32
Android,37150,5,2,2,272,59,19,277,61,21
Android,37149,7,1,1,258,57,21,265,58,22
Android,37148,10,2,2,245,67,37,255,69,39
Android,37147,12,5,5,216,49,25,228,54,30
Android,37146,7,1,1,96,5,4,103,6,5
Android,37145,4,3,3,95,17,16,99,20,19
Android,37144,10,2,2,28,4,2,38,6,4
Android,37143,5,1,1,268,39,18,273,40,19
Android,37142,3,1,1,11,4,4,14,5,5
Android,37141,18,3,3,125,17,11,143,20,14
Android,37140,7,1,1,133,14,9,140,15,10
Android,37139,2,0,0,17,2,2,19,2,2
Android,37138,2,0,0,37,2,2,39,2,2
Android,37137,14,2,2,92,40,38,106,42,40
Android,37136,3,1,1,208,33,21,211,34,22
Android,37135,4,0,0,59,7,6,63,7,6
Android,37134,8,1,1,249,75,46,257,76,47
Android,37133,12,0,0,34,0,0,46,0,0
Android,37132,2,1,1,347,78,18,349,79,19
Android,37131,11,0,0,47,0,0,58,0,0
Android,37130,5,1,1,68,11,3,73,12,4
Android,37129,7,2,2,323,36,15,330,38,17
Android,37128,7,1,1,193,23,11,200,24,12
Android,37127,4,1,1,49,5,4,53,6,5
Android,37126,12,3,3,56,2,2,68,5,5
Android,37125,5,2,2,54,19,10,59,21,12
Android,37124,4,0,0,27,6,4,31,6,4
Android,37123,15,4,4,63,19,6,78,23,10
Android,37122,10,0,0,199,11,10,209,11,10
Android,37121,6,1,1,73,12,7,79,13,8
Android,37120,9,0,0,55,5,4,64,5,4
Android,37119,8,1,1,39,3,2,47,4,3
Android,37118,10,2,2,13,1,1,23,3,3
Android,37117,3,0,0,86,1,1,89,1,1
Android,37116,4,0,0,52,10,9,56,10,9
Android,37115,5,2,2,35,11,9,40,13,11
Android,37114,3,1,1,63,22,21,66,23,22
Android,37113,4,1,1,105,14,11,109,15,12
Android,37112,4,1,1,62,14,11,66,15,12
Android,37111,8,1,1,106,17,11,114,18,12
Android,37110,5,0,0,36,0,0,41,0,0
Android,37109,7,0,0,35,3,3,42,3,3
Android,37108,8,2,2,63,9,7,71,11,9
Android,37107,5,1,1,88,8,7,93,9,8
Android,37106,7,1,1,45,5,3,52,6,4
Android,37105,9,1,1,88,4,2,97,5,3
Android,37104,1,0,0,45,1,1,46,1,1
Android,37103,7,1,1,34,5,3,41,6,4
Android,37102,7,0,0,70,5,5,77,5,5
Android,37101,11,2,2,80,8,6,91,10,8
Android,37100,7,2,2,108,14,6,115,16,8
Android,37099,3,2,2,225,68,38,228,70,40
Android,37098,12,1,1,91,3,2,103,4,3
Android,37097,8,1,1,48,4,3,56,5,4
Android,37096,20,1,1,48,3,3,68,4,4
Android,37095,7,2,2,21,8,7,28,10,9
Android,37094,8,2,2,54,3,2,62,5,4
Android,37093,5,3,3,583,159,80,588,162,83
Android,37092,3,0,0,71,2,1,74,2,1
Android,37091,16,12,12,39,21,18,55,33,30
Android,37090,3,0,0,38,2,2,41,2,2
Android,37089,3,1,1,34,8,8,37,9,9
Android,37088,8,4,4,185,24,16,193,28,20
Android,37087,3,0,0,54,3,3,57,3,3
Android,37086,6,2,2,9,3,2,15,5,4
Android,37085,6,2,2,6,2,2,12,4,4
Android,37084,3,0,0,97,1,1,100,1,1
Android,37083,11,1,1,48,3,3,59,4,4
Android,37082,3,1,1,45,3,3,48,4,4
Android,37081,5,0,0,68,3,3,73,3,3
Android,37080,2,0,0,39,1,1,41,1,1
Android,37079,6,2,2,39,1,1,45,3,3
Android,37078,1,1,1,20,3,3,21,4,4
Android,37077,7,1,1,43,1,1,50,2,2
Android,37076,5,0,0,61,5,5,66,5,5
Android,37075,13,1,1,25,1,1,38,2,2
Android,37074,5,0,0,33,4,4,38,4,4
Android,37073,7,3,3,48,3,3,55,6,6
Android,37072,11,0,0,30,0,0,41,0,0
Android,37071,4,1,1,62,13,13,66,14,14
Android,37070,8,1,1,31,2,2,39,3,3
Android,37069,7,0,0,138,7,7,145,7,7
Android,37068,11,4,4,39,3,3,50,7,7
Android,37067,11,1,1,107,7,7,118,8,8
Android,37066,7,2,2,78,14,12,85,16,14
Android,37065,10,1,1,32,1,1,42,2,2
