DS,Id,LenT,TypoT,UTT,LenD,TypoD,UTD,LenB,TypoB,UTB
Openoffice,95069,6,0,0,38,0,0,44,0,0
Openoffice,95070,6,0,0,24,1,1,30,1,1
Openoffice,95071,6,0,0,24,1,1,30,1,1
Openoffice,95073,6,0,0,171,58,23,177,58,23
Openoffice,95074,6,0,0,46,1,1,52,1,1
Openoffice,85948,4,0,0,60,3,3,64,3,3
Openoffice,95075,7,2,2,31,4,3,38,6,5
Openoffice,95076,3,0,0,6,0,0,9,0,0
Openoffice,95078,5,0,0,17,0,0,22,0,0
Openoffice,95079,6,0,0,6,0,0,12,0,0
Openoffice,95080,6,0,0,43,14,7,49,14,7
Openoffice,95081,6,0,0,18,0,0,24,0,0
Openoffice,95082,3,0,0,47,12,7,50,12,7
Openoffice,95083,5,1,1,37,5,4,42,6,5
Openoffice,95084,6,0,0,75,12,9,81,12,9
Openoffice,85949,5,3,3,490,170,35,495,173,38
Openoffice,85037,4,1,1,29,2,2,33,3,3
Openoffice,95085,3,0,0,38,19,6,41,19,6
Openoffice,95086,5,0,0,62,7,5,67,7,5
Openoffice,95087,4,0,0,44,2,2,48,2,2
Openoffice,95088,4,0,0,19,2,1,23,2,1
Openoffice,95089,5,3,3,30,11,9,35,14,12
Openoffice,95090,8,2,2,1663,750,122,1671,752,124
Openoffice,95091,3,1,1,8,0,0,11,1,1
Openoffice,95092,7,0,0,45,3,3,52,3,3
Openoffice,95093,7,2,2,107,7,4,114,9,6
Openoffice,95094,7,0,0,29,1,1,36,1,1
Openoffice,85950,9,1,1,48,0,0,57,1,1
Openoffice,95095,7,2,2,51,9,5,58,11,7
Openoffice,95096,4,0,0,81,43,35,85,43,35
Openoffice,95097,3,0,0,19,0,0,22,0,0
Openoffice,95098,4,0,0,23,0,0,27,0,0
Openoffice,95100,3,1,1,81,26,13,84,27,14
Openoffice,95102,6,0,0,58,12,5,64,12,5
Openoffice,95103,4,1,1,29,4,2,33,5,3
Openoffice,95104,4,1,1,28,6,6,32,7,7
Openoffice,85951,4,1,1,15,3,3,19,4,4
Openoffice,95105,7,1,1,17,2,2,24,3,3
Openoffice,95106,2,1,1,46,8,4,48,9,5
Openoffice,95107,5,1,1,1726,720,497,1731,721,498
Openoffice,95108,8,1,1,36,2,1,44,3,2
Openoffice,95109,3,0,0,10,0,0,13,0,0
Openoffice,95110,7,1,1,27,1,1,34,2,2
Openoffice,95111,6,0,0,66,0,0,72,0,0
Openoffice,95112,7,0,0,36,2,2,43,2,2
Openoffice,95113,5,0,0,86,17,15,91,17,15
Openoffice,95114,7,1,1,31,7,5,38,8,6
Openoffice,85952,5,2,2,20,8,8,25,10,10
Openoffice,95115,7,0,0,74,10,7,81,10,7
Openoffice,95116,3,0,0,56,2,2,59,2,2
Openoffice,95117,7,0,0,81,0,0,88,0,0
Openoffice,95118,4,0,0,109,13,10,113,13,10
Openoffice,95119,9,0,0,39,28,27,48,28,27
Openoffice,95120,4,0,0,42,2,2,46,2,2
Openoffice,95121,7,0,0,47,5,4,54,5,4
Openoffice,95122,5,0,0,105,14,9,110,14,9
Openoffice,95123,5,0,0,41,8,7,46,8,7
Openoffice,95124,5,0,0,27,0,0,32,0,0
Openoffice,85953,7,1,1,17,1,1,24,2,2
Openoffice,95125,6,3,3,20,7,7,26,10,10
Openoffice,95126,4,0,0,34,0,0,38,0,0
Openoffice,95127,3,2,2,18,4,3,21,6,5
Openoffice,95128,5,0,0,22,0,0,27,0,0
Openoffice,95129,6,0,0,38,4,4,44,4,4
Openoffice,95130,6,1,1,183,36,29,189,37,30
Openoffice,95131,9,2,2,40,6,4,49,8,6
Openoffice,95132,3,0,0,24,0,0,27,0,0
Openoffice,95133,7,0,0,69,1,1,76,1,1
Openoffice,95134,10,1,1,51,2,1,61,3,2
Openoffice,85954,3,0,0,53,7,6,56,7,6
Openoffice,95135,6,0,0,77,14,8,83,14,8
Openoffice,95136,10,3,3,51,5,5,61,8,8
Openoffice,95137,4,0,0,25,0,0,29,0,0
Openoffice,95138,6,0,0,7,0,0,13,0,0
Openoffice,95139,7,0,0,13,0,0,20,0,0
Openoffice,95140,5,2,2,5,2,2,10,4,4
Openoffice,95141,7,1,1,7,1,1,14,2,2
Openoffice,95142,4,0,0,30,1,1,34,1,1
Openoffice,95143,1,0,0,33,1,1,34,1,1
Openoffice,95144,3,2,2,21,8,5,24,10,7
Openoffice,85955,6,1,1,36,7,6,42,8,7
Openoffice,95145,4,1,1,11,3,2,15,4,3
Openoffice,95146,7,1,1,36,12,11,43,13,12
Openoffice,95147,12,0,0,64,3,3,76,3,3
Openoffice,95148,3,0,0,62,1,1,65,1,1
Openoffice,95149,5,0,0,11,0,0,16,0,0
Openoffice,95150,2,0,0,13,3,3,15,3,3
Openoffice,95151,7,0,0,44,6,5,51,6,5
Openoffice,95152,5,0,0,28,6,4,33,6,4
Openoffice,95153,6,0,0,31,3,2,37,3,2
Openoffice,95154,5,1,1,28,5,4,33,6,5
Openoffice,85956,7,0,0,51,3,3,58,3,3
Openoffice,95155,4,1,1,20,7,6,24,8,7
Openoffice,95156,7,0,0,20,3,3,27,3,3
Openoffice,95157,5,2,2,10,2,1,15,4,3
Openoffice,95158,7,2,2,97,17,9,104,19,11
Openoffice,95159,3,0,0,24,4,4,27,4,4
Openoffice,95160,5,0,0,24,0,0,29,0,0
Openoffice,95161,4,1,1,18,2,1,22,3,2
Openoffice,95162,4,0,0,81,15,11,85,15,11
Openoffice,95163,6,0,0,197,57,48,203,57,48
Openoffice,95164,5,0,0,25,0,0,30,0,0
Openoffice,85957,8,1,1,86,13,10,94,14,11
Openoffice,95165,5,0,0,13,0,0,18,0,0
Openoffice,95166,4,0,0,7,0,0,11,0,0
Openoffice,95167,4,1,1,32,9,7,36,10,8
Openoffice,95168,7,1,1,29,10,9,36,11,10
Openoffice,95169,5,4,4,28,19,19,33,23,23
Openoffice,95172,4,0,0,38,0,0,42,0,0
Openoffice,95173,11,0,0,45,1,1,56,1,1
Openoffice,95174,4,0,0,40,7,6,44,7,6
Openoffice,95175,8,2,2,24,1,1,32,3,3
Openoffice,85958,4,0,0,17,3,3,21,3,3
Openoffice,95177,3,0,0,26,2,2,29,2,2
Openoffice,95178,6,1,1,31,4,4,37,5,5
Openoffice,95179,3,0,0,19,1,1,22,1,1
Openoffice,95180,5,0,0,43,6,4,48,6,4
Openoffice,95181,4,0,0,30,2,2,34,2,2
Openoffice,95182,6,1,1,12,1,1,18,2,2
Openoffice,95183,4,0,0,28,2,1,32,2,1
Openoffice,95184,3,1,1,5,1,1,8,2,2
Openoffice,95185,2,0,0,18,0,0,20,0,0
Openoffice,95186,5,0,0,7,0,0,12,0,0
Openoffice,85038,6,3,3,24,4,3,30,7,6
Openoffice,95187,5,1,1,22,5,5,27,6,6
Openoffice,95188,3,0,0,35,2,1,38,2,1
Openoffice,95189,9,2,2,87,14,9,96,16,11
Openoffice,95190,4,2,2,33,10,6,37,12,8
Openoffice,95191,12,2,1,87,11,4,99,13,5
Openoffice,95192,4,0,0,48,5,3,52,5,3
Openoffice,95193,5,1,1,18,3,3,23,4,4
Openoffice,95194,4,1,1,16,2,2,20,3,3
Openoffice,95195,3,1,1,7,2,2,10,3,3
Openoffice,95196,3,1,1,8,1,1,11,2,2
Openoffice,85960,4,0,0,80,10,7,84,10,7
Openoffice,95197,3,1,1,7,1,1,10,2,2
Openoffice,95198,3,2,2,19,4,4,22,6,6
Openoffice,95199,12,1,1,32,7,6,44,8,7
Openoffice,95200,5,1,1,14,2,2,19,3,3
Openoffice,95201,3,0,0,21,4,4,24,4,4
Openoffice,95202,5,1,1,24,4,4,29,5,5
Openoffice,95203,3,2,2,25,5,3,28,7,5
Openoffice,95204,4,4,4,40,14,10,44,18,14
Openoffice,95205,5,1,1,5,1,1,10,2,2
Openoffice,95206,5,0,0,38,2,2,43,2,2
Openoffice,85961,5,0,0,26,3,3,31,3,3
Openoffice,95207,3,0,0,39,5,5,42,5,5
Openoffice,95208,3,1,1,2,0,0,5,1,1
Openoffice,95209,6,3,3,8,1,1,14,4,4
Openoffice,95210,13,3,3,64,23,8,77,26,11
Openoffice,95211,7,1,1,38,8,6,45,9,7
Openoffice,95212,7,0,0,109,10,6,116,10,6
Openoffice,95213,7,1,1,33,9,8,40,10,9
Openoffice,95214,6,0,0,17,0,0,23,0,0
Openoffice,95215,2,0,0,7,0,0,9,0,0
Openoffice,95216,6,1,1,10,0,0,16,1,1
Openoffice,85962,3,1,1,3,1,1,6,2,2
Openoffice,95217,6,2,2,32,9,7,38,11,9
Openoffice,95218,8,1,1,24,4,3,32,5,4
Openoffice,95219,4,0,0,22,0,0,26,0,0
Openoffice,95220,5,1,1,17,0,0,22,1,1
Openoffice,95221,6,0,0,72,1,1,78,1,1
Openoffice,95222,6,0,0,32,0,0,38,0,0
Openoffice,95223,3,1,1,10,2,2,13,3,3
Openoffice,95224,5,0,0,75,4,4,80,4,4
Openoffice,95225,9,0,0,44,0,0,53,0,0
Openoffice,95226,9,0,0,48,0,0,57,0,0
Openoffice,85963,2,1,1,30,2,2,32,3,3
Openoffice,95227,5,0,0,49,0,0,54,0,0
Openoffice,95228,5,0,0,13,1,1,18,1,1
Openoffice,95229,6,0,0,49,6,4,55,6,4
Openoffice,95230,7,0,0,23,0,0,30,0,0
Openoffice,95231,6,0,0,47,12,9,53,12,9
Openoffice,95232,7,0,0,73,7,4,80,7,4
Openoffice,95233,9,0,0,23,0,0,32,0,0
Openoffice,95234,11,0,0,62,0,0,73,0,0
Openoffice,95235,8,1,1,80,2,1,88,3,2
Openoffice,95236,3,0,0,39,6,2,42,6,2
Openoffice,85964,4,0,0,19,1,1,23,1,1
Openoffice,95237,7,0,0,39,0,0,46,0,0
Openoffice,95238,9,0,0,29,6,5,38,6,5
Openoffice,95239,2,0,0,39,3,3,41,3,3
Openoffice,95240,3,0,0,32,1,1,35,1,1
Openoffice,95241,8,1,1,23,2,1,31,3,2
Openoffice,95242,8,0,0,15,1,1,23,1,1
Openoffice,95243,6,0,0,39,5,4,45,5,4
Openoffice,95244,5,1,1,54,13,10,59,14,11
Openoffice,95245,5,1,1,22,1,1,27,2,2
Openoffice,95246,2,0,0,35,2,2,37,2,2
Openoffice,85965,6,1,1,40,4,4,46,5,5
Openoffice,95247,6,0,0,83,7,4,89,7,4
Openoffice,95248,5,0,0,55,6,6,60,6,6
Openoffice,95249,4,2,2,50,14,7,54,16,9
Openoffice,95250,8,2,2,71,9,5,79,11,7
Openoffice,95251,8,1,1,20,6,5,28,7,6
Openoffice,95253,6,0,0,15,0,0,21,0,0
Openoffice,95254,4,2,2,2,0,0,6,2,2
Openoffice,95255,4,2,2,69,17,7,73,19,9
Openoffice,95256,12,0,0,64,14,11,76,14,11
Openoffice,95257,8,2,2,27,11,7,35,13,9
Openoffice,95258,3,2,2,16,6,4,19,8,6
Openoffice,95259,5,1,1,42,6,5,47,7,6
Openoffice,95260,6,0,0,55,5,3,61,5,3
Openoffice,95261,6,0,0,46,0,0,52,0,0
Openoffice,95262,6,0,0,55,10,4,61,10,4
Openoffice,95263,5,1,1,14,2,1,19,3,2
Openoffice,95264,3,2,2,19,4,4,22,6,6
Openoffice,95265,4,1,1,6,1,1,10,2,2
Openoffice,95266,5,1,1,13,1,1,18,2,2
Openoffice,85967,4,2,2,37,18,17,41,20,19
Openoffice,95267,6,1,1,57,6,6,63,7,7
Openoffice,95268,5,1,1,67,6,6,72,7,7
Openoffice,95269,8,1,1,20,0,0,28,1,1
Openoffice,95270,6,1,1,24,0,0,30,1,1
Openoffice,95271,5,0,0,15,0,0,20,0,0
Openoffice,95272,5,1,1,22,0,0,27,1,1
Openoffice,95273,5,1,1,11,0,0,16,1,1
Openoffice,95274,5,0,0,18,2,2,23,2,2
Openoffice,95275,10,2,2,63,14,7,73,16,9
Openoffice,95276,4,0,0,40,5,5,44,5,5
Openoffice,95277,6,1,1,21,2,2,27,3,3
Openoffice,95278,5,1,1,9,2,2,14,3,3
Openoffice,95279,2,1,1,36,22,21,38,23,22
Openoffice,95280,7,1,1,35,3,3,42,4,4
Openoffice,95281,3,0,0,40,3,3,43,3,3
Openoffice,95282,3,0,0,3,0,0,6,0,0
Openoffice,95283,2,0,0,37,10,9,39,10,9
Openoffice,95284,4,0,0,44,2,2,48,2,2
Openoffice,95285,5,0,0,49,1,1,54,1,1
Openoffice,95286,5,1,1,27,5,5,32,6,6
Openoffice,85969,11,1,1,56,13,8,67,14,9
Openoffice,85039,6,1,1,62,14,6,68,15,7
Openoffice,95287,4,0,0,164,50,26,168,50,26
Openoffice,95289,3,1,1,13,5,4,16,6,5
Openoffice,95290,4,0,0,30,7,7,34,7,7
Openoffice,95291,7,1,1,45,4,4,52,5,5
Openoffice,95292,3,0,0,36,2,1,39,2,1
Openoffice,95293,7,1,1,20,3,3,27,4,4
Openoffice,95294,4,0,0,22,2,1,26,2,1
Openoffice,95295,8,1,1,51,12,6,59,13,7
Openoffice,95296,3,1,1,35,12,6,38,13,7
Openoffice,95297,6,0,0,42,3,2,48,3,2
Openoffice,95298,5,1,1,49,7,7,54,8,8
Openoffice,95299,6,1,1,49,6,5,55,7,6
Openoffice,95301,8,1,1,33,1,1,41,2,2
Openoffice,95302,5,1,1,23,5,4,28,6,5
Openoffice,95303,4,2,2,6,2,2,10,4,4
Openoffice,95304,5,2,2,5,2,2,10,4,4
Openoffice,95305,5,1,1,34,6,2,39,7,3
Openoffice,95306,7,1,1,17,2,2,24,3,3
Openoffice,85971,6,2,2,63,20,11,69,22,13
Openoffice,95307,7,0,0,6,0,0,13,0,0
Openoffice,95308,7,1,1,34,4,4,41,5,5
Openoffice,95309,3,0,0,10,0,0,13,0,0
Openoffice,95310,3,1,1,1,0,0,4,1,1
Openoffice,95311,3,0,0,33,4,4,36,4,4
Openoffice,95312,7,0,0,36,6,6,43,6,6
Openoffice,95313,5,1,1,33,6,5,38,7,6
Openoffice,95314,9,1,1,125,13,2,134,14,3
Openoffice,95315,3,0,0,24,5,5,27,5,5
Openoffice,95316,3,1,1,40,8,6,43,9,7
Openoffice,85972,6,2,2,63,20,11,69,22,13
Openoffice,95317,4,1,1,24,10,6,28,11,7
Openoffice,95318,11,2,2,66,8,5,77,10,7
Openoffice,95319,8,2,2,29,1,1,37,3,3
Openoffice,95320,4,0,0,67,7,3,71,7,3
Openoffice,95321,5,0,0,9,0,0,14,0,0
Openoffice,95322,6,2,2,38,13,9,44,15,11
Openoffice,95323,3,0,0,46,7,5,49,7,5
Openoffice,95324,5,0,0,55,0,0,60,0,0
Openoffice,95325,3,0,0,25,6,5,28,6,5
Openoffice,95326,5,0,0,60,6,4,65,6,4
Openoffice,85973,5,3,3,90,34,16,95,37,19
Openoffice,95327,7,0,0,86,1,1,93,1,1
Openoffice,95328,7,0,0,38,0,0,45,0,0
Openoffice,95329,4,0,0,211,27,9,215,27,9
Openoffice,95330,9,1,1,34,5,4,43,6,5
Openoffice,95331,3,0,0,37,9,6,40,9,6
Openoffice,95332,6,0,0,44,6,4,50,6,4
Openoffice,95333,10,0,0,52,8,7,62,8,7
Openoffice,95334,9,2,2,55,7,6,64,9,8
Openoffice,95335,4,1,1,23,2,2,27,3,3
Openoffice,95336,4,0,0,46,7,5,50,7,5
Openoffice,85974,7,1,1,98,11,5,105,12,6
Openoffice,95337,2,0,0,13,2,2,15,2,2
Openoffice,95338,8,1,1,1692,476,89,1700,477,90
Openoffice,95339,6,4,4,8,4,4,14,8,8
Openoffice,95340,5,2,2,59,22,12,64,24,14
Openoffice,95341,5,0,0,57,1,1,62,1,1
Openoffice,95342,5,0,0,35,0,0,40,0,0
Openoffice,95343,5,0,0,69,5,5,74,5,5
Openoffice,95344,11,1,1,30,4,4,41,5,5
Openoffice,95345,7,0,0,29,0,0,36,0,0
Openoffice,95346,5,1,1,22,2,2,27,3,3
Openoffice,85975,6,0,0,21,0,0,27,0,0
Openoffice,95347,3,1,1,49,15,6,52,16,7
Openoffice,95348,5,1,1,13,2,2,18,3,3
Openoffice,95349,6,0,0,98,22,9,104,22,9
Openoffice,95350,9,2,2,37,0,0,46,2,2
Openoffice,95351,8,0,0,18,0,0,26,0,0
Openoffice,95352,4,1,1,46,19,15,50,20,16
Openoffice,95353,5,0,0,49,1,1,54,1,1
Openoffice,95354,4,1,1,53,23,17,57,24,18
Openoffice,95355,5,0,0,180,6,4,185,6,4
Openoffice,95356,8,0,0,84,7,7,92,7,7
Openoffice,85976,3,1,1,61,18,12,64,19,13
Openoffice,95357,6,0,0,47,2,2,53,2,2
Openoffice,95358,4,0,0,1,1,1,5,1,1
Openoffice,95359,5,0,0,21,0,0,26,0,0
Openoffice,95360,5,0,0,36,4,4,41,4,4
Openoffice,95361,7,2,2,106,38,10,113,40,12
Openoffice,95362,4,0,0,9,0,0,13,0,0
Openoffice,95363,5,0,0,15,1,1,20,1,1
Openoffice,95364,7,0,0,16,0,0,23,0,0
Openoffice,95365,9,0,0,93,6,5,102,6,5
Openoffice,95366,4,0,0,39,4,4,43,4,4
Openoffice,95367,4,0,0,39,4,4,43,4,4
Openoffice,95368,5,1,1,29,4,4,34,5,5
Openoffice,95369,5,0,0,641,232,117,646,232,117
Openoffice,95370,5,0,0,31,0,0,36,0,0
Openoffice,95371,6,0,0,23,1,1,29,1,1
Openoffice,95372,6,0,0,27,0,0,33,0,0
Openoffice,95373,6,1,1,123,69,30,129,70,31
Openoffice,95374,3,0,0,68,13,6,71,13,6
Openoffice,95375,7,0,0,100,17,12,107,17,12
Openoffice,95376,7,0,0,1,0,0,8,0,0
Openoffice,85978,8,2,2,48,0,0,56,2,2
Openoffice,95377,4,0,0,103,24,8,107,24,8
Openoffice,95379,4,0,0,30,10,6,34,10,6
Openoffice,95380,5,1,1,3,1,1,8,2,2
Openoffice,95381,5,1,1,44,5,3,49,6,4
Openoffice,95382,7,2,2,20,4,2,27,6,4
Openoffice,95383,6,0,0,19,3,3,25,3,3
Openoffice,95384,6,0,0,49,3,3,55,3,3
Openoffice,95385,7,0,0,21,1,1,28,1,1
Openoffice,95386,4,0,0,28,2,2,32,2,2
Openoffice,85979,5,0,0,28,0,0,33,0,0
Openoffice,85040,4,1,1,111,25,11,115,26,12
Openoffice,95387,6,0,0,31,3,3,37,3,3
Openoffice,95388,6,0,0,48,6,4,54,6,4
Openoffice,95389,4,0,0,11,0,0,15,0,0
Openoffice,95390,6,1,1,51,7,6,57,8,7
Openoffice,95391,5,0,0,32,2,2,37,2,2
Openoffice,95392,7,2,2,5,1,1,12,3,3
Openoffice,95393,6,0,0,60,11,10,66,11,10
Openoffice,95394,4,0,0,303,18,7,307,18,7
Openoffice,95395,8,2,2,83,2,2,91,4,4
Openoffice,95396,4,2,2,129,33,10,133,35,12
Openoffice,85980,8,1,1,86,2,2,94,3,3
Openoffice,95397,3,2,2,578,204,87,581,206,89
Openoffice,95398,5,0,0,57,3,2,62,3,2
Openoffice,95399,4,0,0,15,1,1,19,1,1
Openoffice,95400,3,0,0,36,4,3,39,4,3
Openoffice,95401,5,0,0,20,0,0,25,0,0
Openoffice,95402,2,0,0,55,5,3,57,5,3
Openoffice,95403,4,0,0,32,3,3,36,3,3
Openoffice,95404,6,0,0,32,3,3,38,3,3
Openoffice,95405,7,0,0,149,5,4,156,5,4
Openoffice,95406,5,1,1,18,2,2,23,3,3
Openoffice,95407,8,0,0,67,2,2,75,2,2
Openoffice,95408,6,0,0,60,14,10,66,14,10
Openoffice,95409,7,1,1,15,2,2,22,3,3
Openoffice,95410,10,1,1,33,2,2,43,3,3
Openoffice,95411,5,0,0,274,56,34,279,56,34
Openoffice,95412,3,1,1,135,56,17,138,57,18
Openoffice,95413,3,0,0,14,0,0,17,0,0
Openoffice,95414,3,0,0,14,0,0,17,0,0
Openoffice,95415,4,1,1,38,3,3,42,4,4
Openoffice,95416,6,2,2,8,2,2,14,4,4
Openoffice,85982,4,1,1,24,7,7,28,8,8
Openoffice,95417,4,0,0,26,2,2,30,2,2
Openoffice,95418,4,0,0,21,0,0,25,0,0
Openoffice,95419,6,0,0,49,6,5,55,6,5
Openoffice,95420,5,2,2,43,5,4,48,7,6
Openoffice,95421,6,0,0,29,2,2,35,2,2
Openoffice,95422,5,2,2,32,8,7,37,10,9
Openoffice,95423,6,2,2,45,11,8,51,13,10
Openoffice,95424,5,0,0,32,1,1,37,1,1
Openoffice,95425,6,2,2,28,4,2,34,6,4
Openoffice,95426,5,2,2,42,4,4,47,6,6
Openoffice,85983,3,3,3,33,24,24,36,27,27
Openoffice,95427,6,0,0,68,1,1,74,1,1
Openoffice,95428,7,3,3,67,20,10,74,23,13
Openoffice,95429,5,0,0,55,3,3,60,3,3
Openoffice,95430,6,2,2,68,12,8,74,14,10
Openoffice,95431,5,0,0,23,3,2,28,3,2
Openoffice,95432,8,3,3,82,21,15,90,24,18
Openoffice,95433,6,0,0,12,0,0,18,0,0
Openoffice,95434,7,0,0,81,6,5,88,6,5
Openoffice,95436,6,0,0,29,4,3,35,4,3
Openoffice,85984,6,0,0,14,3,3,20,3,3
Openoffice,95437,3,0,0,55,6,4,58,6,4
Openoffice,95438,5,0,0,55,7,6,60,7,6
Openoffice,95439,6,0,0,41,7,7,47,7,7
Openoffice,95440,5,2,2,41,5,5,46,7,7
Openoffice,95442,5,2,2,56,29,25,61,31,27
Openoffice,95443,7,1,1,52,3,2,59,4,3
Openoffice,95445,6,0,0,28,0,0,34,0,0
Openoffice,95446,6,0,0,52,5,4,58,5,4
Openoffice,85985,7,1,1,34,1,1,41,2,2
Openoffice,95447,9,1,1,24,3,3,33,4,4
Openoffice,95448,8,0,0,160,2,1,168,2,1
Openoffice,95449,7,0,0,31,4,3,38,4,3
Openoffice,95450,7,0,0,26,6,5,33,6,5
Openoffice,95451,5,1,1,54,5,4,59,6,5
Openoffice,95453,5,1,1,81,17,11,86,18,12
Openoffice,95454,4,1,1,30,10,10,34,11,11
Openoffice,95455,6,0,0,27,4,4,33,4,4
Openoffice,95456,9,2,2,76,1,1,85,3,3
Openoffice,85986,7,4,4,22,5,3,29,9,7
Openoffice,95457,6,0,0,32,19,15,38,19,15
Openoffice,95458,8,1,1,38,6,4,46,7,5
Openoffice,95459,8,1,1,50,6,5,58,7,6
Openoffice,95460,5,1,1,127,15,12,132,16,13
Openoffice,95461,4,1,1,14,4,3,18,5,4
Openoffice,95462,5,2,2,16,4,4,21,6,6
Openoffice,95463,8,0,0,15,0,0,23,0,0
Openoffice,95464,6,2,2,14,4,3,20,6,5
Openoffice,95465,6,1,1,28,5,4,34,6,5
Openoffice,95466,4,0,0,19,1,1,23,1,1
Openoffice,85987,7,1,1,14,4,4,21,5,5
Openoffice,95467,11,3,2,324,118,52,335,121,54
Openoffice,95468,4,0,0,24,1,1,28,1,1
Openoffice,95469,6,0,0,23,1,1,29,1,1
Openoffice,95471,6,2,2,59,16,6,65,18,8
